area,date,Rt Mean,UpperCI Rt,LowerCI Rt,Infections Mean,UpperCI Infections,LowerCI Infections,ExpDeaths Mean,UpperCI ExpDeaths,LowerCI ExpDeaths,Observed Deaths
India,15/03/2020,3.163,3.766,2.647,11501,17137,7640,0,2,0,0
India,16/03/2020,2.628,3.105,2.208,11587,16797,8140,0,2,0,0
India,17/03/2020,2.628,3.105,2.208,14029,20480,9812,0,2,0,1
India,18/03/2020,2.628,3.105,2.208,16711,24441,11622,0,3,0,0
India,19/03/2020,2.628,3.105,2.208,19737,29062,13646,0,3,0,1
India,20/03/2020,2.628,3.105,2.208,23246,34483,15910,1,3,0,0
India,21/03/2020,2.628,3.105,2.208,27367,40852,18549,1,4,0,0
India,22/03/2020,2.628,3.105,2.208,32228,48732,21557,1,4,0,3
India,23/03/2020,1.803,2.122,1.494,25783,36818,18149,2,5,0,2
India,24/03/2020,1.803,2.122,1.494,29933,42888,21038,2,6,0,1
India,25/03/2020,1.803,2.121,1.494,33789,48811,23571,3,7,0,1
India,26/03/2020,1.803,2.121,1.494,37502,54593,25836,3,7,1,5
India,27/03/2020,1.803,2.121,1.494,41319,60742,28103,4,9,1,3
India,28/03/2020,1.803,2.121,1.494,45414,67255,30413,5,10,1,5
India,29/03/2020,1.803,2.121,1.494,49893,74727,32782,6,11,2,3
India,30/03/2020,1.314,1.553,1.073,39622,57317,27807,7,13,3,14
India,31/03/2020,1.314,1.553,1.073,43115,62578,30063,8,14,3,6
India,01/04/2020,1.314,1.553,1.073,46031,67025,31846,9,16,4,6
India,02/04/2020,1.314,1.553,1.073,48511,71114,33180,10,18,5,16
India,03/04/2020,1.314,1.553,1.073,50792,74953,34257,12,20,6,14
India,04/04/2020,1.314,1.553,1.073,53038,78742,35067,13,23,7,13
India,05/04/2020,1.314,1.553,1.073,55338,82874,35731,15,25,8,22
India,06/04/2020,1.32,1.549,1.101,57415,82333,40502,17,27,9,16
India,07/04/2020,1.32,1.549,1.101,59795,86083,41889,19,30,10,27
India,08/04/2020,1.319,1.549,1.1,62316,90052,43286,21,33,11,20
India,09/04/2020,1.319,1.549,1.1,64974,94346,44623,23,36,13,46
India,10/04/2020,1.319,1.549,1.1,67765,98789,45965,25,39,14,22
India,11/04/2020,1.319,1.548,1.1,70692,103764,47198,27,42,16,41
India,12/04/2020,1.319,1.548,1.1,73759,108508,48639,29,45,17,42
India,13/04/2020,1.38,1.654,1.15,79805,115646,56658,31,48,18,27
India,14/04/2020,1.38,1.654,1.149,83246,120761,58963,33,51,20,37
India,15/04/2020,1.38,1.654,1.149,87114,127234,61378,36,54,21,27
India,16/04/2020,1.38,1.654,1.149,91365,134322,63939,38,57,23,26
India,17/04/2020,1.379,1.654,1.149,95937,141230,66284,40,60,24,38
India,18/04/2020,1.379,1.654,1.149,100803,149898,68298,43,63,26,35
India,19/04/2020,1.379,1.654,1.149,105943,159354,70607,45,67,27,38
India,20/04/2020,1.216,1.44,1.009,97428,139667,68775,47,71,29,33
India,21/04/2020,1.216,1.44,1.009,101955,146753,71762,49,73,30,53
India,22/04/2020,1.216,1.44,1.009,105986,153239,73995,52,77,32,36
India,23/04/2020,1.216,1.44,1.009,109653,158858,75583,55,81,34,40
India,24/04/2020,1.216,1.44,1.009,113166,165286,77133,58,84,35,59
India,25/04/2020,1.216,1.44,1.009,116672,171117,78661,60,88,37,44
India,26/04/2020,1.216,1.44,1.008,120243,178775,79868,63,93,38,56
India,27/04/2020,1.122,1.322,0.916,113297,163494,79463,66,97,41,58
India,28/04/2020,1.122,1.322,0.916,116386,168606,81356,70,102,43,69
India,29/04/2020,1.122,1.322,0.916,119104,173123,82501,72,105,46,71
India,30/04/2020,1.122,1.321,0.916,121543,176752,83461,76,110,47,75
India,01/05/2020,1.122,1.321,0.916,123845,181585,83955,79,114,50,77
India,02/05/2020,1.122,1.321,0.916,126113,186180,84172,81,118,51,92
India,03/05/2020,1.122,1.321,0.916,128406,190087,84416,85,122,54,140
India,04/05/2020,1.236,1.45,1.03,142995,205526,99753,89,126,56,103
India,05/05/2020,1.236,1.45,1.03,145664,209623,101134,91,131,58,128
India,06/05/2020,1.235,1.45,1.029,149244,215926,102777,95,135,60,91
India,07/05/2020,1.235,1.449,1.029,153558,224022,104950,98,141,62,104
India,08/05/2020,1.235,1.449,1.029,158360,232486,107182,102,146,66,97
India,09/05/2020,1.235,1.449,1.029,163493,242799,109572,106,152,68,115
India,10/05/2020,1.235,1.449,1.029,168885,254073,111140,108,154,69,112
India,11/05/2020,1.431,1.664,1.206,200347,289983,143056,110,159,71,81
India,12/05/2020,1.431,1.664,1.206,207383,301214,147423,114,165,72,120
India,13/05/2020,1.431,1.664,1.206,216632,316591,152971,118,167,76,137
India,14/05/2020,1.431,1.663,1.206,227733,334240,159454,120,172,78,97
India,15/05/2020,1.43,1.663,1.205,240174,353774,165481,123,175,80,104
India,16/05/2020,1.43,1.663,1.205,253652,375993,172901,128,182,83,120
India,17/05/2020,1.43,1.662,1.205,268028,399118,180228,131,186,84,152
India,18/05/2020,1.514,1.767,1.283,297820,432477,213224,135,192,89,131
India,19/05/2020,1.514,1.767,1.283,314760,457598,224873,138,196,88,146
India,20/05/2020,1.513,1.766,1.283,333991,487707,236978,142,204,94,134
India,21/05/2020,1.513,1.766,1.283,355344,520838,250560,147,208,94,148
India,22/05/2020,1.513,1.765,1.282,378564,556059,263597,152,216,100,142
India,23/05/2020,1.512,1.765,1.282,403543,595603,278076,158,225,103,142
India,24/05/2020,1.512,1.764,1.281,430284,637964,292579,164,231,108,156
India,25/05/2020,1.314,1.553,1.101,396014,571554,280447,171,240,111,150
India,26/05/2020,1.314,1.553,1.101,420287,607013,296542,178,249,117,173
India,27/05/2020,1.314,1.552,1.1,442516,642745,310861,186,263,122,188
India,28/05/2020,1.313,1.552,1.1,463344,677420,321797,195,273,127,176
India,29/05/2020,1.313,1.551,1.1,483785,712358,331444,204,286,134,269
India,30/05/2020,1.312,1.551,1.099,504548,748563,341237,216,307,140,205
India,31/05/2020,1.312,1.55,1.099,526050,789480,349861,227,320,150,222
India,01/06/2020,0.958,1.147,0.769,397094,581076,278267,239,337,159,201
India,02/06/2020,0.958,1.147,0.769,410728,601376,286350,250,352,165,222
India,03/06/2020,0.958,1.146,0.769,418333,612700,289212,265,374,175,259
India,04/06/2020,0.958,1.146,0.769,421178,619650,288649,277,386,183,274
India,05/06/2020,0.957,1.146,0.768,421248,626377,285817,293,412,196,286
India,06/06/2020,0.957,1.145,0.768,419955,628620,281021,307,429,205,297
India,07/06/2020,0.957,1.145,0.768,418125,628122,276123,322,452,211,261
India,08/06/2020,0.871,1.039,0.703,375529,542780,262741,335,472,221,271
India,09/06/2020,0.871,1.039,0.703,372402,538312,259304,353,500,233,272
India,10/06/2020,0.87,1.038,0.703,367897,533076,253845,366,511,243,358
India,11/06/2020,0.87,1.038,0.702,362357,526417,247690,382,534,255,394
India,12/06/2020,0.87,1.038,0.702,356271,522778,240537,396,557,261,388
India,13/06/2020,0.87,1.037,0.702,349986,518011,232571,405,564,268,309
India,14/06/2020,0.87,1.037,0.702,343716,513496,224827,415,580,278,324
India,15/06/2020,1.062,1.269,0.875,408747,592610,286004,426,592,288,396
India,16/06/2020,1.061,1.269,0.875,402065,583737,280669,435,607,288,2004
India,17/06/2020,1.061,1.268,0.874,399544,583789,276622,442,610,297,341
India,18/06/2020,1.061,1.268,0.874,400175,588299,274995,447,624,299,343
India,19/06/2020,1.06,1.268,0.874,402620,594850,273078,455,635,300,364
India,20/06/2020,1.06,1.267,0.874,405987,608482,270887,459,638,304,308
India,21/06/2020,1.06,1.267,0.874,409756,621737,269039,461,645,301,426
India,22/06/2020,1.247,1.49,1.036,481874,691902,341959,462,643,306,312
India,23/06/2020,1.246,1.49,1.036,487377,700330,344876,466,650,309,468
India,24/06/2020,1.246,1.489,1.036,497512,717609,349619,467,651,311,424
India,25/06/2020,1.245,1.488,1.035,511274,738914,355563,465,657,309,401
India,26/06/2020,1.245,1.487,1.035,527311,767371,362900,465,649,311,381
India,27/06/2020,1.244,1.487,1.035,544758,802162,368575,466,647,307,414
India,28/06/2020,1.244,1.486,1.034,563050,839819,374104,465,645,312,384
India,29/06/2020,1.263,1.487,1.059,586884,851558,413631,468,651,309,417
India,30/06/2020,1.262,1.486,1.058,606045,880275,425590,467,651,311,506
India,01/07/2020,1.262,1.485,1.058,626631,915515,437414,468,649,308,438
India,02/07/2020,1.261,1.485,1.057,648483,951141,448990,473,660,316,378
India,03/07/2020,1.26,1.484,1.056,671412,986651,458815,476,663,315,444
India,04/07/2020,1.26,1.483,1.056,695329,1026628,469835,479,665,320,611
India,05/07/2020,1.259,1.482,1.056,720184,1078057,480095,482,673,321,421
India,06/07/2020,1.158,1.367,0.951,680322,985861,478552,489,684,323,473
India,07/07/2020,1.158,1.367,0.95,702260,1023535,491396,498,697,330,479
India,08/07/2020,1.157,1.366,0.95,721931,1061234,500422,508,706,338,492
India,09/07/2020,1.156,1.365,0.95,739901,1096720,507717,511,712,340,479
India,10/07/2020,1.156,1.364,0.949,757073,1124773,513528,524,732,347,520
India,11/07/2020,1.155,1.363,0.949,774090,1160598,517313,535,742,361,543
India,12/07/2020,1.154,1.363,0.948,791384,1194515,519798,548,759,366,500
India,13/07/2020,1.078,1.274,0.892,749376,1089452,530047,559,783,372,541
India,14/07/2020,1.077,1.273,0.891,763589,1115657,537992,575,797,387,587
India,15/07/2020,1.077,1.273,0.891,775655,1140827,544695,589,818,392,614
India,16/07/2020,1.076,1.272,0.89,786050,1155624,546686,600,832,399,680
India,17/07/2020,1.076,1.271,0.89,795533,1173594,546650,619,858,407,676
India,18/07/2020,1.075,1.27,0.889,804648,1193384,544465,635,887,418,543
India,19/07/2020,1.074,1.269,0.889,813767,1212326,541216,649,902,435,675
India,20/07/2020,1.053,1.247,0.874,800560,1162826,563792,665,918,444,596
India,21/07/2020,1.052,1.246,0.873,807826,1180171,567823,683,956,451,671
India,22/07/2020,1.051,1.246,0.873,814706,1193999,569255,697,972,465,1130
India,23/07/2020,1.051,1.245,0.872,821267,1205866,570874,713,999,469,755
India,24/07/2020,1.05,1.244,0.872,827664,1223423,569948,730,1021,484,763
India,25/07/2020,1.05,1.244,0.871,834031,1243686,565567,744,1030,493,703
India,26/07/2020,1.049,1.243,0.871,840464,1262727,561985,761,1063,504,704
India,27/07/2020,1.011,1.204,0.839,811532,1186172,571241,771,1075,508,642
India,28/07/2020,1.011,1.203,0.839,815891,1196438,574507,787,1104,520,774
India,29/07/2020,1.01,1.202,0.838,819201,1202217,572208,798,1110,532,775
India,30/07/2020,1.01,1.202,0.838,821669,1209736,566933,810,1130,542,784
India,31/07/2020,1.009,1.201,0.838,823654,1220978,561886,826,1158,553,764
India,01/08/2020,1.008,1.2,0.837,825429,1235935,555316,839,1158,559,854
India,02/08/2020,1.008,1.199,0.837,827114,1252804,547620,852,1184,572,760
India,03/08/2020,0.992,1.174,0.815,809133,1169320,570768,859,1186,574,806
India,04/08/2020,0.991,1.174,0.814,809187,1170790,569089,870,1205,581,849
India,05/08/2020,0.991,1.173,0.814,808949,1177737,564493,883,1231,588,919
India,06/08/2020,0.99,1.172,0.814,808458,1177693,558357,889,1232,593,899
India,07/08/2020,0.989,1.171,0.813,807820,1186172,550670,899,1243,608,936
India,08/08/2020,0.989,1.17,0.813,807135,1189820,542452,909,1264,607,875
India,09/08/2020,0.988,1.17,0.813,806432,1198466,533774,909,1265,610,1013
India,10/08/2020,1.043,1.231,0.862,844195,1226092,593590,917,1279,621,887
India,11/08/2020,1.042,1.23,0.862,842956,1223835,590131,922,1283,613,835
India,12/08/2020,1.042,1.229,0.861,844302,1232416,585535,929,1291,616,950
India,13/08/2020,1.041,1.228,0.861,847600,1249869,583184,929,1297,627,1006
India,14/08/2020,1.04,1.227,0.86,852025,1255442,578963,937,1302,626,989
India,15/08/2020,1.04,1.226,0.86,857039,1270413,573062,938,1301,630,952
India,16/08/2020,1.039,1.225,0.859,862347,1285313,568633,943,1309,632,952
India,17/08/2020,1.114,1.322,0.924,922865,1335193,653598,942,1315,622,880
India,18/08/2020,1.113,1.321,0.923,928386,1339392,654003,944,1305,631,1099
India,19/08/2020,1.112,1.32,0.923,937651,1363743,657566,953,1311,642,979
India,20/08/2020,1.111,1.318,0.922,949780,1387635,658479,958,1326,638,981
India,21/08/2020,1.11,1.318,0.922,963614,1412837,658878,946,1317,630,953
India,22/08/2020,1.11,1.317,0.921,978407,1442874,660473,956,1331,646,918
India,23/08/2020,1.109,1.316,0.92,993751,1477327,658716,963,1328,649,846
India,24/08/2020,1.098,1.311,0.908,992073,1433493,700320,955,1328,639,854
India,25/08/2020,1.097,1.31,0.908,1005897,1447881,709010,962,1343,646,1066
India,26/08/2020,1.096,1.309,0.907,1019814,1476211,714003,971,1356,654,1017
India,27/08/2020,1.095,1.308,0.906,1033791,1502599,718457,971,1340,654,1066
India,28/08/2020,1.094,1.306,0.906,1047868,1530747,720322,976,1347,651,1019
India,29/08/2020,1.094,1.305,0.905,1062113,1576492,720925,978,1358,649,943
India,30/08/2020,1.093,1.304,0.905,1076571,1615988,720538,990,1374,661,960
India,31/08/2020,0.986,1.172,0.81,977256,1407191,692594,993,1377,662,816
India,01/09/2020,0.986,1.171,0.809,986933,1424590,698860,999,1388,672,892
India,02/09/2020,0.985,1.171,0.809,992105,1438830,697039,1013,1408,673,913
India,03/09/2020,0.984,1.17,0.808,993742,1443304,692328,1022,1422,681,979
India,04/09/2020,0.983,1.168,0.808,993322,1450883,684679,1028,1431,680,950
India,05/09/2020,0.983,1.167,0.807,991903,1455770,673504,1045,1461,686,916
India,06/09/2020,0.982,1.166,0.807,990124,1461971,663449,1053,1488,702,1005
India,07/09/2020,0.905,1.076,0.74,906015,1308604,633421,1062,1482,708,1129
India,08/09/2020,0.905,1.075,0.739,901427,1306850,628228,1064,1477,716,1107
India,09/09/2020,0.904,1.074,0.739,893955,1304271,618001,1081,1492,732,1168
India,10/09/2020,0.903,1.074,0.738,884265,1296639,607052,1090,1517,724,1213
India,11/09/2020,0.903,1.073,0.738,873343,1289478,593692,1096,1533,733,1202
India,12/09/2020,0.902,1.071,0.737,861901,1274762,579425,1108,1549,737,1111
India,13/09/2020,0.901,1.071,0.737,850394,1265376,562753,1122,1564,740,1140
India,14/09/2020,0.867,1.035,0.712,800236,1159487,562471,1124,1564,746,1054
India,15/09/2020,0.867,1.034,0.711,787562,1143873,551338,1127,1568,757,1281
India,16/09/2020,0.866,1.033,0.711,774053,1132192,537737,1130,1581,750,1140
India,17/09/2020,0.865,1.033,0.71,759948,1112254,523028,1138,1579,757,1175
India,18/09/2020,0.865,1.032,0.71,745611,1098996,508052,1135,1580,757,1221
India,19/09/2020,0.864,1.031,0.71,731320,1081957,491976,1132,1574,748,1149
India,20/09/2020,0.864,1.03,0.71,717231,1068894,474863,1136,1577,758,1135
India,21/09/2020,0.833,1.009,0.68,673217,981199,469983,1131,1575,757,1056
India,22/09/2020,0.833,1.008,0.679,658781,956832,459284,1129,1560,751,1085
India,23/09/2020,0.833,1.008,0.679,643959,938220,446062,1121,1552,748,1123
India,24/09/2020,0.832,1.007,0.679,628909,920778,429591,1113,1545,757,1144
India,25/09/2020,0.832,1.007,0.678,613885,904019,412711,1108,1544,740,1093
India,26/09/2020,0.831,1.006,0.678,599081,887942,397389,1101,1534,733,1124
India,27/09/2020,0.831,1.006,0.678,584544,877068,381650,1088,1516,736,1040
India,28/09/2020,0.831,1.005,0.678,570493,864432,365813,1080,1500,723,775
India,29/09/2020,0.83,1.005,0.677,556855,855984,349130,1055,1468,709,1178
India,30/09/2020,0.83,1.004,0.677,543639,842218,334751,1053,1460,703,1179
India,01/10/2020,0.829,1.004,0.677,530840,836249,320339,1042,1447,692,1099
India,02/10/2020,0.829,1.003,0.677,518450,826821,305599,1015,1415,670,1068
India,03/10/2020,0.829,1.003,0.676,506455,819095,290925,1002,1403,666,937
India,04/10/2020,0.828,1.002,0.676,494792,813123,278175,987,1374,657,903
India,05/10/2020,0.828,1.002,0.676,483560,810059,264967,968,1345,651,886
India,06/10/2020,0.828,1.001,0.676,472676,803438,253174,958,1322,645,990
India,07/10/2020,0.827,1.001,0.676,462130,799396,241390,934,1319,621,963
India,08/10/2020,0.827,1.001,0.676,451913,791254,230252,918,1274,611,967
India,09/10/2020,0.827,1,0.676,442015,786781,218907,902,1253,605,929
India,10/10/2020,0.827,0.999,0.675,432424,782118,209246,877,1223,587,921
India,11/10/2020,0.826,0.999,0.675,423110,775717,199591,862,1198,582,813
India,12/10/2020,0.826,0.998,0.675,414110,771639,189803,846,1184,558,710
India,13/10/2020,0.826,0.998,0.675,405385,767556,180919,829,1166,550,727
India,14/10/2020,0.825,0.997,0.675,396926,762477,172097,803,1123,534,690
India,15/10/2020,0.825,0.996,0.675,388726,757456,163768,791,1129,523,882
India,16/10/2020,,,,380775,753797,155082,773,1097,496,840
India,17/10/2020,,,,373065,752182,147250,759,1081,493,1032
India,18/10/2020,,,,365578,747028,140063,739,1061,479,582
India,19/10/2020,,,,358330,744432,132901,719,1045,456,589
India,20/10/2020,,,,351299,740094,126358,701,1020,438,714
India,21/10/2020,,,,344477,737113,120028,689,1019,429,701
India,22/10/2020,,,,337859,732804,114072,671,1003,413,686
India,23/10/2020,,,,331436,727914,108129,657,998,401,655
India,24/10/2020,,,,325204,725030,102571,645,998,381,578
India,25/10/2020,,,,319155,723354,97351,628,990,369,483
India,26/10/2020,,,,313283,718655,92691,609,963,351,485
India,27/10/2020,,,,307583,716834,88338,599,970,339,511
India,28/10/2020,,,,302048,713143,84153,583,951,319,515
India,29/10/2020,,,,296673,708351,79822,570,952,308,562
India,30/10/2020,,,,291452,702821,75700,559,950,300,550
India,31/10/2020,,,,286381,700861,71738,545,933,287,469
India,01/11/2020,,,,281455,699541,68136,537,915,276,491
India,02/11/2020,,,,276667,697532,64772,522,920,258,498
India,03/11/2020,,,,272015,696958,61309,511,923,242,510
India,04/11/2020,,,,267492,696449,58241,501,924,234,707
India,05/11/2020,,,,263096,690774,55296,488,907,227,672
India,06/11/2020,,,,258821,684618,52619,478,914,215,577
India,07/11/2020,,,,254663,680284,49999,470,909,203,557
India,08/11/2020,,,,250618,677225,47258,461,893,193,491
India,09/11/2020,,,,246683,674778,44814,451,912,182,450
India,10/11/2020,,,,242854,673464,42526,442,894,174,511
India,11/11/2020,,,,239127,672101,40352,433,889,165,550
India,12/11/2020,,,,235498,670867,38342,426,888,157,544
India,13/11/2020,,,,231965,669124,36432,415,892,151,517
India,14/11/2020,,,,228523,664713,34638,406,883,143,450
India,15/11/2020,,,,225170,661411,32933,399,879,135,434
India,16/11/2020,,,,221903,656643,31161,388,862,128,451
India,17/11/2020,,,,218718,654955,29591,382,858,124,472
India,18/11/2020,,,,215612,652843,28095,377,857,119,586
India,19/11/2020,,,,212584,650374,26676,370,859,111,582
India,20/11/2020,,,,209629,647279,25327,362,852,108,564
India,21/11/2020,,,,206746,645279,24049,357,881,97,499
India,22/11/2020,,,,203931,643239,22835,349,868,96,510
India,23/11/2020,,,,201183,641148,21664,344,858,90,481
India,24/11/2020,,,,198499,639086,20580,338,838,88,489
India,25/11/2020,,,,195876,637148,19456,331,833,82,518
India,26/11/2020,,,,193313,635108,18374,328,840,78,491
India,27/11/2020,,,,190806,632969,17389,321,845,71,486
India,28/11/2020,,,,188355,630258,16518,314,834,69,495
India,29/11/2020,,,,185956,626537,15689,309,807,65,444
India,30/11/2020,,,,183608,624353,14900,304,832,63,482
India,01/12/2020,,,,181309,621267,14154,301,833,60,501
India,02/12/2020,,,,179058,618622,13444,297,818,57,526
India,03/12/2020,,,,176851,615880,12749,290,826,53,541
India,04/12/2020,,,,174688,612679,12087,287,827,50,511
India,05/12/2020,,,,172567,609079,11429,282,827,48,482
India,06/12/2020,,,,170487,607588,10837,277,809,47,390
India,07/12/2020,,,,168445,603528,10286,276,800,43,386
India,08/12/2020,,,,166440,599324,9758,269,778,42,402
India,09/12/2020,,,,164471,597322,9233,264,793,38,413
India,10/12/2020,,,,162537,595287,8749,263,823,36,411
India,11/12/2020,,,,160635,593220,8298,261,810,34,442
India,12/12/2020,,,,158765,590341,7889,255,775,32,391
India,13/12/2020,,,,156926,586113,7490,251,770,32,338
India,14/12/2020,,,,155116,581143,7095,248,779,29,354
India,15/12/2020,,,,153335,578975,6720,243,797,29,384
India,16/12/2020,,,,151581,575575,6369,241,782,27,356
India,17/12/2020,,,,149852,569623,6042,237,742,25,342
India,18/12/2020,,,,148149,563632,5728,234,779,25,342
India,19/12/2020,,,,146470,558778,5431,232,761,23,342
India,20/12/2020,,,,144815,556066,5157,229,762,22,332
India,21/12/2020,,,,143182,554651,4902,223,738,20,302
India,22/12/2020,,,,141570,550225,4644,222,754,20,329
India,23/12/2020,,,,139979,547478,4414,216,764,18,315
India,24/12/2020,,,,138409,544440,4179,216,737,17,337
India,25/12/2020,,,,136858,540426,3979,213,748,17,251
India,26/12/2020,,,,135325,536571,3788,213,733,15,280
India,27/12/2020,,,,133811,533923,3584,209,734,15,281
India,28/12/2020,,,,132314,531224,3392,206,743,14,250
India,29/12/2020,,,,130834,528507,3210,204,747,13,285
India,30/12/2020,,,,129371,525774,3037,201,742,13,299
India,31/12/2020,,,,127924,523024,2874,198,718,11,244